"LICENCE_NO","PREMISE_NAME","PREMISE_ADDRESS","CATEGORY","SUB_CATEGORY","CURRENCY","LAST_UPDATED","EASTING","NORTHING","LONGITUDE","LATITUDE"
"71207650","Gray's Hotel","77 Macquarie Street, GEORGE TOWN, 7253","General","Hotel","2014/09/01","Wednesday 08 May 2019",485254,5449438,146.824382142721,-41.1062068797584
"71207662","George Town Motor Inn","100 Agnes Street, GEORGE TOWN, 7253","General","Hotel","2018/06/08","Wednesday 08 May 2019",486168,5449384,146.835266188551,-41.1067093911395
"71207674","Pier Hotel","5 Elizabeth Street, GEORGE TOWN, 7253","General","Hotel","2009/11/24","Wednesday 08 May 2019",484970,5449132,146.820992367336,-41.1089581307761
"71207698","Beachfront at Bicheno","232 Tasman Highway, BICHENO, 7215","General","Hotel","2018/07/02","Wednesday 08 May 2019",607105,5363342,148.290720129538,-41.8745936735309
"71207704","Silver Sands Resort Hotel Mot.","80 Burgess Street, BICHENO, 7215","General","Hotel","2014/02/27","Wednesday 08 May 2019",608264,5363753,148.304608468273,-41.8707350058403
"7120773X","Carlyle Hotel","232 Main Road, DERWENT PARK, 7009","General","Hotel","2017/06/02","Wednesday 08 May 2019",523560,5257008,147.288299103499,-42.8391389025364
"71207741","Claremont Hotel Motel","1 Main Road, CLAREMONT, 7011","General","Hotel","2013/08/23","Wednesday 08 May 2019",520749,5262379,147.253704010331,-42.7908529078994
"7120787X","Derwent Bridge Wilderness Htl","15573 Lyell Highway, DERWENT BRIDGE, 7140","General","Hotel","2009/05/04","Wednesday 08 May 2019",436362,5334852,146.229950808911,-42.1358627404962
"71207911","Lake Pedder Wilderness Lodge","Gordon River Road, STRATHGORDON, 7139","General","Hotel","2018/07/30","Wednesday 08 May 2019",421706,5264108,146.042977076773,-42.7715646166787
"71207935","Grand Hotel","2 Main Road, HUONVILLE, 7109","General","Hotel","2012/11/02","Wednesday 08 May 2019",503863,5235532,147.047419214399,-43.032887514079
"71207960","Sheffield Hotel","38 Main Street, SHEFFIELD, 7306","General","Hotel","2009/12/18","Wednesday 08 May 2019",443422,5418603,146.323344643361,-41.3821084452074
"71207972","The Salty Dog Hotel","2 Beach Road, KINGSTON BEACH, 7050","General","Hotel","2016/03/22","Wednesday 08 May 2019",526380,5241133,147.323553275307,-42.9820025973171
"71207984","Kingston Hotel","19 Channel Highway, KINGSTON, 7050","General","Hotel","2012/07/01","Wednesday 08 May 2019",525516,5241932,147.312919901456,-42.9748370741181
"71208010","Oyster Cove Inn","1 Ferry Road, KETTERING, 7155","General","Hotel","2012/04/02","Wednesday 08 May 2019",520081,5224945,147.246880294475,-43.1279665550573
"71208058","Lucas Hotel","46 Gilbert Street, LATROBE, 7307","General","Hotel","2009/12/12","Wednesday 08 May 2019",450369,5434934,146.407756726028,-41.2354692508068
"7120806X","Mackeys Royal Hotel","161 Gilbert Street, LATROBE, 7307","General","Hotel","2015/12/23","Wednesday 08 May 2019",450946,5434918,146.414640395028,-41.2356485757634
"71208071","Shearwater Tavern","17-23 Shearwater Boulevard, SHEARWATER, 7307","General","Hotel","2016/05/04","Wednesday 08 May 2019",461551,5443361,146.541715843635,-41.1601708501883
"71208083","Lilydale Tavern","1983 Main Road, LILYDALE, 7268","General","Hotel","2018/07/06","Wednesday 08 May 2019",518205,5433558,147.217284861874,-41.2491821082887
"71208113","Country Club Hotel","19 Wellington Street, LONGFORD, 7301","General","Hotel","2015/03/18","Wednesday 08 May 2019",510047,5395857,147.12054204459,-41.5889187582924
"71208137","Queens Head Inn","88 Main Road, PERTH, 7300","General","Hotel","2007/08/17","Wednesday 08 May 2019",514552,5397168,147.174560190577,-41.5770408400589
"71208149","Ringwood Hotel Cressy","74 Main Street, CRESSY, 7302","General","Hotel","2014/05/28","Wednesday 08 May 2019",506654,5385169,147.079952396489,-41.6852235054151
"71208150","Bush Inn","49-51 Montagu Street, NEW NORFOLK, 7140","General","Hotel","2012/03/19","Wednesday 08 May 2019",504999,5263742,147.061112416509,-42.7788432319209
"71208162","White Sands Resort","21554 Iron House Point, FOUR MILE CREEK, 7215","General","Hotel","2009/12/18","Wednesday 08 May 2019",609188,5396748,148.309692025876,-41.5734967227625
"71208174","National Park Hotel","2366 Gordon River Road, NATIONAL PARK, 7140","General","Hotel","2015/02/26","Wednesday 08 May 2019",476895,5273934,146.717960814306,-42.6867281413281
"71208186","New Norfolk Hotel","79 High Street, NEW NORFOLK, 7140","General","Hotel","2006/09/26","Wednesday 08 May 2019",505329,5263571,147.065148254765,-42.7803809370668
"71208216","Kentish Hotel","60 High Street, OATLANDS, 7120","General","Hotel","2005/05/01","Wednesday 08 May 2019",530518,5316822,147.370241697226,-42.3002331115453
"71208228","Midlands Hotel","91 High Street, OATLANDS, 7120","General","Hotel","2018/01/12","Wednesday 08 May 2019",530931,5316990,147.375243089961,-42.2987038175001
"7120823X","Country Club Villas","10 Casino Rise, PROSPECT VALE, 7250","General","Hotel","2016/08/31","Wednesday 08 May 2019",509243,5407994,147.110709253663,-41.4796058529472
"71208241","Neptune Grand Hotel","84 Main Street, PENGUIN, 7316","General","Hotel","2017/08/01","Wednesday 08 May 2019",422190,5448094,146.073205499457,-41.1147197034891
"71208265","The Pub in the Paddock","250 St Columba Falls Road, PYENGANA, 7216","General","Hotel","2014/03/04","Wednesday 08 May 2019",583351,5428451,147.995461716581,-41.291085827209
"71208277","St Helens Bayside Inn","2 Cecilia Street, ST HELENS, 7216","General","Hotel","2017/03/07","Wednesday 08 May 2019",604585,5424476,148.249691091017,-41.3244111762435
"71208290","Weldborough Hotel","12 Main Highway, WELDBOROUGH, 7264","General","Hotel","2018/06/05","Wednesday 08 May 2019",575890,5439309,147.905015812292,-41.1940267625349
"71208307","Queenstown Railway Hotel","27-35 Driffield Street, QUEENSTOWN, 7467","General","Hotel","2015/10/09","Wednesday 08 May 2019",380330,5340261,145.553206164425,-42.0806098720553
"71208319","Empire Hotel - Queenstown","2 Orr Street, QUEENSTOWN, 7467","General","Hotel","2018/01/31","Wednesday 08 May 2019",380444,5340367,145.554605648055,-42.0796728483667
"71208332","West Coaster Motel","Batchelor Street, QUEENSTOWN, 7467","General","Hotel","2011/10/26","Wednesday 08 May 2019",381085,5340770,145.562434682304,-42.0761416862692
"71208381","The Richmond Arms Hotel","42a Bridge Street, RICHMOND, 7025","General","Hotel","2017/10/16","Wednesday 08 May 2019",535762,5268340,147.436890822759,-42.7366191025941
"71208393","Dorset Hotel","29 Main Road, DERBY, 7264","General","Hotel","2017/10/10","Wednesday 08 May 2019",567059,5444988,147.799091633226,-41.1436548590317
"71208411","Gladstone Hotel","37 Chaffey Street, GLADSTONE, 7264","General","Hotel","2009/12/10","Wednesday 08 May 2019",584824,5465257,148.007965272711,-40.9594340222419
"71208423","Imperial Hotel","3-7 Stoke Street, BRANXHOLM, 7261","General","Hotel","2017/12/04","Wednesday 08 May 2019",561737,5442369,147.735942389298,-41.1676672980472
"71208459","Winnaleah Hotel","12 Main Road, WINNALEAH, 7265","General","Hotel","2014/12/01","Wednesday 08 May 2019",569300,5450068,147.825219971838,-41.0977103954658
"71208484","Bridport Hotel","79 Main Street, BRIDPORT, 7262","General","Hotel","2015/09/03","Wednesday 08 May 2019",533129,5460792,147.393936469216,-41.0033890286764
"71208496","Lords Hotel","2 King Street, SCOTTSDALE, 7260","General","Hotel","2018/03/26","Wednesday 08 May 2019",543473,5443408,147.518161045422,-41.1594936851311
"71208502","Kendalls Hotel Motel","18-24 George Street, SCOTTSDALE, 7260","General","Hotel","2016/10/03","Wednesday 08 May 2019",543424,5443570,147.517565550615,-41.1580370761008
"7120854X","Lufra Hotel","380 Pirates Bay Road, EAGLEHAWK NECK, 7179","General","Hotel","2014/05/29","Wednesday 08 May 2019",575692,5237694,147.928783647606,-43.0096598043125
"71208563","Pembroke Hotel","29 Gordon Street, SORELL, 7172","General","Hotel","2009/10/15","Wednesday 08 May 2019",545931,5263005,147.561550159435,-42.7841197283594
"71208575","Orford Blue Waters Hotel","28 Tasman Highway, ORFORD, 7190","General","Hotel","2017/01/25","Wednesday 08 May 2019",571741,5288291,147.873876931585,-42.5544484610199
"71208599","Eastcoaster Resort","2 Louisville Road, ORFORD, 7190","General","Hotel","2018/07/18","Wednesday 08 May 2019",575107,5289448,147.914721054822,-42.5437100797987
"71208605","Spring Bay Hotel","1 Charles Street, TRIABUNNA, 7190","General","Hotel","2010/02/26","Wednesday 08 May 2019",575102,5293270,147.914158191285,-42.5092946451768
"71208617","Tandara Motor Inn","17 Tasman Highway, TRIABUNNA, 7190","General","Hotel","2017/02/14","Wednesday 08 May 2019",574903,5294151,147.911620939217,-42.5013807738477
"71208629","Hamers Hotel","31 Esplanade, STRAHAN, 7468","General","Hotel","2018/05/18","Wednesday 08 May 2019",362073,5332132,145.330646091703,-42.1507981194074
"71208642","Port Arthur Motor Inn","RA 29 Safety Cove Road, PORT ARTHUR, 7182","General","Hotel","2013/04/08","Wednesday 08 May 2019",568710,5222597,147.844986005132,-43.146256146679
"71208654","Fox & Hounds Inn","6789 Arthur Highway, PORT ARTHUR, 7182","General","Hotel","2017/04/07","Wednesday 08 May 2019",569283,5224696,147.85176954647,-43.1273047541476
"71208678","Furners Hotel","42 Reibey Street, ULVERSTONE, 7315","General","Hotel","2010/11/29","Wednesday 08 May 2019",430462,5443386,146.171189184647,-41.1578754729074
"71208691","Lighthouse Hotel","33 Victoria Street, ULVERSTONE, 7315","General","Hotel","2011/01/01","Wednesday 08 May 2019",430658,5443376,146.173523908757,-41.1579823278049
"71208708","Bischoff Hotel","20 Main Street, WARATAH, 7321","General","Hotel","2017/04/03","Wednesday 08 May 2019",376892,5411035,145.526310884919,-41.4428273196502
"71208769","Olde Tudor Motor Inn","229-237 Westbury Road, PROSPECT, 7250","General","Hotel","2010/05/24","Wednesday 08 May 2019",511294,5408939,147.135257620552,-41.4710675285828
"71208782","The Berriedale Hotel","107 Meander Valley Highway, WESTBURY, 7303","General","Hotel","2017/06/01","Wednesday 08 May 2019",486122,5402881,146.833656789578,-41.5255939223183
"71208794","Wharf Hotel Wynyard","10 Goldie Street, WYNYARD, 7325","General","Hotel","2013/07/18","Wednesday 08 May 2019",393433,5461733,145.733109252502,-40.9886234420207
"71208800","Hotel Federal","82 Goldie Street, WYNYARD, 7325","General","Hotel","2016/04/12","Wednesday 08 May 2019",393001,5461623,145.727955710785,-40.9895575560347
"71208812","Seabrook Hotel Motel","15275 Bass Highway, SOMERSET, 7322","General","Hotel","2009/12/18","Wednesday 08 May 2019",400510,5456817,145.816432199531,-41.0337922318527
"71208824","Somerset Hotel","25 Wragg Street, SOMERSET, 7322","General","Hotel","2013/07/11","Wednesday 08 May 2019",401887,5455917,145.832666990694,-41.0420649527261
"71208861","Central Hotel","131 Main Street, ZEEHAN, 7469","General","Hotel","2009/12/07","Wednesday 08 May 2019",361869,5361894,145.335182965918,-41.8828203743224
"71208873","Heemskirk Motor Hotel","25 Main Street, ZEEHAN, 7469","General","Hotel","2015/10/07","Wednesday 08 May 2019",362681,5360821,145.344716180052,-41.8926221130263
"71208885","The Top Pub","20 Agnes Street, ROSEBERY, 7470","General","Hotel","2009/12/18","Wednesday 08 May 2019",378697,5373678,145.540346523349,-41.7794781313417
"71208927","Miena Hotel/Central Highlands Lodge","7795 Highland Lakes Road, MIENA, 7030","General","Hotel","2014/08/12","Wednesday 08 May 2019",475647,5350800,146.705969984405,-41.9944335826272
"71208939","Great Lake Hotel","3096 Marlborough Highway, MIENA, 7030","General","Hotel","2009/12/11","Wednesday 08 May 2019",473231,5352377,146.676872265814,-41.9801518440778
"71208940","Cradle Mountain Lodge","4038 Cradle Mountain Road, CRADLE MOUNTAIN, 7306","General","Hotel","2017/07/12","Wednesday 08 May 2019",410720,5394608,145.928738013611,-41.5952409514047
"7120899X","Black Buffalo Hotel","14 Federal Street, NORTH HOBART, 7000","General","Hotel","2015/02/11","Wednesday 08 May 2019",526091,5253611,147.31942762642,-42.8696473321338
"71209014","The Brisbane Hotel","3 Brisbane Street, HOBART, 7000","General","Hotel","2013/07/29","Wednesday 08 May 2019",526641,5252799,147.326199584076,-42.8769405256986
"71209026","Brunswick Hotel","67 Liverpool Street, HOBART, 7000","General","Hotel","2016/04/28","Wednesday 08 May 2019",526745,5252403,147.327491825983,-42.8805029239659
"71209038","Cascade Hotel & Holiday Units","22 Cascade Road, SOUTH HOBART, 7004","General","Hotel","2016/07/01","Wednesday 08 May 2019",525120,5250757,147.307667689956,-42.8953805674937
"71209099","Doctor Syntax Hotel","139 Sandy Bay Road, SANDY BAY, 7005","General","Hotel","2018/02/26","Wednesday 08 May 2019",526545,5250953,147.325111433932,-42.89356733236
"71209154","UTAS Midcity Hotel","96 Bathurst Street, HOBART, 7000","General","Hotel","2018/07/01","Wednesday 08 May 2019",526609,5252340,147.325829521125,-42.8810749986831
"71209166","Travelodge Hotel Hobart","167 Macquarie Street, HOBART, 7000","General","Hotel","2017/03/01","Wednesday 08 May 2019",526628,5251837,147.326086028604,-42.8856039160971
"71209178","Best Western Hobart","156 Bathurst Street, HOBART, 7000","General","Hotel","2017/08/30","Wednesday 08 May 2019",526337,5252073,147.322511432525,-42.8834887995517
"7120918X","Welcome Stranger Hotel","58 Harrington Street, HOBART, 7000","General","Hotel","2014/12/12","Wednesday 08 May 2019",526695,5251775,147.326909444518,-42.8861598939968
"7120921X","Hadleys Orient Hotel","34 Murray Street, HOBART, 7000","General","Hotel","2015/12/23","Wednesday 08 May 2019",526750,5252012,147.327571676772,-42.8840237543055
"71209270","Marquis Of Hastings Hotel","209 Brisbane Street, WEST HOBART, 7000","General","Hotel","2014/02/14","Wednesday 08 May 2019",525812,5251953,147.316088124418,-42.8845873451159
"71209300","New Sydney Hotel","87 Bathurst Street, HOBART, 7000","General","Hotel","2008/06/02","Wednesday 08 May 2019",526560,5252364,147.325228386166,-42.8808605814626
"71209312","Ocean Child Hotel","86 Argyle Street, HOBART, 7000","General","Hotel","2013/04/19","Wednesday 08 May 2019",526634,5252605,147.326123075366,-42.8786877665225
"71209324","Prince of Wales Hotel","55 Hampden Road, BATTERY POINT, 7004","General","Hotel","2017/04/28","Wednesday 08 May 2019",527269,5251408,147.333956414145,-42.8894444843525
"71209336","Queens Head Hotel","400 Elizabeth Street, NORTH HOBART, 7000","General","Hotel","2014/10/21","Wednesday 08 May 2019",525711,5253252,147.314791849781,-42.8728930685268
"71209373","Shamrock Hotel","195 Liverpool Street, HOBART, 7000","General","Hotel","2010/08/20","Wednesday 08 May 2019",526446,5252021,147.32384862754,-42.8839532986239
"71209403","Shipwrights Arms","29 Trumpeter Street, BATTERY POINT, 7004","General","Hotel","2015/09/25","Wednesday 08 May 2019",527353,5251225,147.334994041469,-42.8910894141029
"71209464","Telegraph Hotel","19 Morrison Street, HOBART, 7000","General","Hotel","2012/11/28","Wednesday 08 May 2019",527063,5251989,147.331405617897,-42.884219841642
"71209518","Waratah Hotel","272 Murray Street, HOBART, 7000","General","Hotel","2010/07/06","Wednesday 08 May 2019",526008,5252519,147.318462046092,-42.8794837856782
"71209658","Best Western Plus Launceston","3 Earl Street, LAUNCESTON, 7250","General","Hotel","2013/10/15","Wednesday 08 May 2019",511858,5412831,147.141935658767,-41.4360021997562
"7120966X","Hotel Launceston","3 Brisbane Street, LAUNCESTON, 7250","General","Hotel","2012/09/20","Wednesday 08 May 2019",512195,5413195,147.145962060471,-41.4327184123414
"71209695","Quality Hotel Colonial Launceston","31 Elizabeth Street, LAUNCESTON, 7250","General","Hotel","2010/08/05","Wednesday 08 May 2019",511895,5412447,147.142386092482,-41.4394605418354
"71209713","Kings Meadows Hotel","117 Hobart Road, KINGS MEADOWS, 7249","General","Hotel","2017/05/12","Wednesday 08 May 2019",513393,5409538,147.160381985716,-41.4656397504188
"71209749","Lloyds Hotel","23 George Street, LAUNCESTON, 7250","General","Hotel","2016/12/21","Wednesday 08 May 2019",511580,5413098,147.138602999913,-41.4336012462589
"71209750","Mowbray Hotel","254 Invermay Road, MOWBRAY, 7248","General","Hotel","2017/06/23","Wednesday 08 May 2019",511184,5416123,147.133807280606,-41.4063590037715
"71209828","Alchemy Bar & Restaurant","90 George Street, LAUNCESTON, 7250","General","Hotel","2018/08/10","Wednesday 08 May 2019",511697,5412817,147.140008827793,-41.4361306664854
"7120983X","Royal Oak Hotel","14 Brisbane Street, LAUNCESTON, 7250","General","Hotel","2009/10/15","Wednesday 08 May 2019",511879,5412999,147.142183717509,-41.4344886246337
"71209841","Sportsmans Hall Hotel","252 Charles Street, LAUNCESTON, 7250","General","Hotel","2010/07/12","Wednesday 08 May 2019",511808,5411941,147.141354574222,-41.4440196302947
"71209853","Star Bar Cafe & Hotel","113 Charles Street, LAUNCESTON, 7250","General","Hotel","2012/04/05","Wednesday 08 May 2019",511446,5412691,147.137006844261,-41.4372692319742
"71209865","The Metz Cafe Bar","119 St John Street, LAUNCESTON, 7250","General","Hotel","2016/03/10","Wednesday 08 May 2019",511705,5412544,147.14010987291,-41.4385896044318
"71209877","MODE Bar & Niteclub","122 York Street, LAUNCESTON, 7250","General","Hotel","2018/01/31","Wednesday 08 May 2019",511635,5412547,147.139271911407,-41.4385635992502
"71209889","Salamanca Inn","10 Gladstone Street, BATTERY POINT, 7004","General","Hotel","2008/06/10","Wednesday 08 May 2019",527004,5251667,147.330698620991,-42.8871215796297
"71209919","TRC Hotel","131 Paterson Street, LAUNCESTON, 7250","General","Hotel","2017/07/01","Wednesday 08 May 2019",510983,5412347,147.131471073474,-41.4403742874949
"71209920","O'Keefes Hotel","124 George Street, LAUNCESTON, 7250","General","Hotel","2017/02/23","Wednesday 08 May 2019",511798,5412658,147.141220861874,-41.4375613855623
