"LICENCE_NO","PREMISE_NAME","PREMISE_ADDRESS","CATEGORY","SUB_CATEGORY","CURRENCY","LAST_UPDATED","EASTING","NORTHING","LONGITUDE","LATITUDE"
"69083","Chinese Tasty BBQ Restaurant","Shop 6, 8 & 9, 236 Sandy Bay Road, SANDY BAY, 7005","Special","Restaurant","2015/11/25","Wednesday 08 May 2019",526816,5250744,147.328440456609,-42.8954399268597
"69156","Crown Inn","365 Brighton Road, PONTVILLE, 7030","General","Hotel","2012/04/23","Wednesday 08 May 2019",521676,5274183,147.264586273303,-42.684527394944
"69202","Cafe Rhubaba","13-15 King Street, SCOTTSDALE, 7260","Special","Restaurant","2016/06/15","Wednesday 08 May 2019",543426,5443288,147.517609371669,-41.160577118088
"69232","Dockside Food and Coffee","9/27 Murray Street, EAST DEVONPORT, 7310","Special","Restaurant","2012/05/17","Wednesday 08 May 2019",447143,5441075,146.369794244567,-41.1799505864635
"69304","Tasmania Golf Club","1420 Tasman Highway, CAMBRIDGE, 7170","On",NA,"2018/06/08","Wednesday 08 May 2019",541429,5259420,147.506774540455,-42.8166595100099
"69320","Belly's Bar and Grill","160 Gilbert Street, LATROBE, 7307","On",NA,"2017/12/15","Wednesday 08 May 2019",450932,5434848,146.414467715108,-41.23627824423
"69328","Devonport Football Club","16-40 James Street, DEVONPORT, 7310","On",NA,"2017/08/11","Wednesday 08 May 2019",446271,5442524,146.359525277938,-41.1668415048438
"69484","William Smith & Sons","22 Lollara Road, GROVE, 7109","Special","Wine Producer - Non Grape","2013/02/26","Wednesday 08 May 2019",505837,5239655,147.071607353819,-42.9957470429046
"69487","Travelodge Hotel Hobart Airport","1 Holyman Avenue, CAMBRIDGE, 7170","General","Hotel","2017/02/23","Wednesday 08 May 2019",540151,5257760,147.4912604967,-42.8316759881796
"69489","Jin Xing Restaurant","63-65 York Street, LAUNCESTON, 7250","Special","Restaurant","2012/08/18","Wednesday 08 May 2019",511735,5412550,147.140468857965,-41.438535121397
"69514","Valentinos Family Restaurant","58 Best Street, DEVONPORT, 7310","Special","Restaurant","2016/07/25","Wednesday 08 May 2019",446141,5441325,146.357870260751,-41.1776327530241
"69515","Coles Bay Convenience","3 Garnet Avenue, COLES BAY, 7215","Special","Other","2012/09/01","Wednesday 08 May 2019",606649,5335409,148.29029833965,-42.1261748553643
"69523","The Timeless Way (Kingston)","Shop 103, Channel Court Shopping Centre, 29 Channel Highway, KINGSTON, 7050","On-Restaurant",NA,"2012/11/14","Wednesday 08 May 2019",525250,5241775,147.309664904735,-42.9762597300629
"69543","Tashives","117 Brodies Road, GOLDEN VALLEY, 7304","Special","Other","2017/03/13","Wednesday 08 May 2019",474985,5391039,146.699675119131,-41.6319867169778
"69566","Marakoopa Cafe","186 Mayberry Road, MAYBERRY, 7304","Special","Other","2012/08/15","Wednesday 08 May 2019",442015,5398252,146.304562071496,-41.565306321155
"69666","Launceston Golf Club","27-99 Opossum Road, KINGS MEADOWS, 7249","On",NA,"2017/02/09","Wednesday 08 May 2019",513960,5409826,147.167165155126,-41.4630359316142
"69752","Red Brick Road CiderHouse","63A Brisbane Street, LAUNCESTON, 7250","General","Tavern","2014/12/19","Wednesday 08 May 2019",511784,5412788,147.141050748595,-41.4363906127697
"69767","MYU","2/93 Newtown Road, NEW TOWN, 7008","Special","Restaurant","2012/08/13","Wednesday 08 May 2019",525321,5254523,147.309959694739,-42.8614605283429
"69777","Visit Vineyards","1431 Tasman Highway, CAMBRIDGE, 7170","Special","Other","2012/07/20","Wednesday 08 May 2019",541988,5258476,147.513682532118,-42.825129774784
"69785","Salamanca Whiskey Bar","Shop 3G - 4G, 63 Salamanca Place, BATTERY POINT, 7004","General","Tavern","2017/07/13","Wednesday 08 May 2019",569124,5222411,147.850099980766,-43.1478931550166
"70882","Sweet-Ness at the Sea","288 Port Road, BOAT HARBOUR BEACH, 7321","On",NA,"2017/10/30","Wednesday 08 May 2019",383623,5468305,145.617752415191,-40.9280976480724
"70939","EIG Cash & Carry Hobart","54-56 Gormanston Road, MOONAH, 7009","Special","Wholesaler","2012/08/23","Wednesday 08 May 2019",524188,5256585,147.296001900659,-42.8429285046089
"71006","Verve Grocer","Verve Village, Stanfield Drive, OLD BEACH, 7017","Special","Other","2016/04/28","Wednesday 08 May 2019",521856,5265769,147.267108245283,-42.7602939950315
"71067","Maple Cafe","17-19 Abbott Street, EAST LAUNCESTON, 7250","On-Restaurant",NA,"2016/09/14","Wednesday 08 May 2019",512655,5412711,147.151477921598,-41.4370709376715
"71078","J Boag & Son - Launceston","69 Esplanade, LAUNCESTON, 7250","General","Tavern","2016/10/26","Wednesday 08 May 2019",511563,5413264,147.138396348708,-41.4321062406598
"71079","Boag's Centre for Beer Lovers","39 William Street, LAUNCESTON, 7250","General","Tavern","2016/10/26","Wednesday 08 May 2019",511585,5413177,147.138661331287,-41.4328895790601
"71103","Mulan Chinese Restaurant","343 Elizabeth Street, NORTH HOBART, 7000","Special","Restaurant","2012/10/01","Wednesday 08 May 2019",525806,5253210,147.315956891494,-42.8732680811596
"71106013","Entally Lodge","29 Rutherglen Road, HADSPEN, 7290","General","Tavern","2017/05/26","Wednesday 08 May 2019",505226,5404071,147.062629175437,-41.5149783368373
"71107066","Ophir Hotel","184 Weld Street, BEACONSFIELD, 7270","General","Tavern","2009/10/15","Wednesday 08 May 2019",484344,5439445,146.813289320416,-41.196206336516
"71107091","Rosevears Boutique Hotel","215 Rosevears Drive, ROSEVEARS, 7277","General","Tavern","2017/07/06","Wednesday 08 May 2019",500406,5425477,147.00485119759,-41.3221789829775
"71107108","Castle Hotel","14 Patrick Street, BOTHWELL, 7030","General","Tavern","2009/12/07","Wednesday 08 May 2019",500557,5307513,147.006766527286,-42.384668620669
"71107182","Greens Hotel","27-29 Marine Terrace, BURNIE, 7320","General","Tavern","2009/01/06","Wednesday 08 May 2019",408143,5454557,145.906883789847,-41.0550436489573
"71107315","Waterfront Hotel","4 Cambridge Road, BELLERIVE, 7018","General","Tavern","2016/03/02","Wednesday 08 May 2019",529884,5253082,147.365891946005,-42.8742720645539
"71107327","Foreshore Tavern","464 South Arm Road, LAUDERDALE, 7021","General","Tavern","2017/12/22","Wednesday 08 May 2019",539424,5249355,147.482955457401,-42.9074006319513
"71107340","Risdon Brook Hotel","691 East Derwent Highway, EAST RISDON, 7017","General","Tavern","2016/12/22","Wednesday 08 May 2019",527469,5259807,147.335995488403,-42.8138028940711
"7110739X","Cygnet Hotel","77 Mary Street, CYGNET, 7112","General","Tavern","2012/10/03","Wednesday 08 May 2019",505981,5221784,147.073566174085,-43.1566736153632
"71107431","Elizabeth Town Bakery Cafe","5783 Bass Highway, ELIZABETH TOWN, 7304","General","Tavern","2013/10/11","Wednesday 08 May 2019",463394,5409583,146.56164899998,-41.4645110147886
"71107455","Empire Hotel","19 Emu Bay Road, DELORAINE, 7304","General","Tavern","2017/09/20","Wednesday 08 May 2019",471333,5402926,146.656398652175,-41.5247955963737
"71107625","Union Hotel","20 Falmouth Street, AVOCA, 7213","General","Tavern","2008/04/11","Wednesday 08 May 2019",559972,5374174,147.721685439118,-41.7820174567669
"71107686","Signal Station Tavern","2407 East Tamar Highway, MOUNT DIRECTION, 7252","General","Tavern","2009/12/18","Wednesday 08 May 2019",501474,5433781,147.017592374237,-41.2473770337478
"71107728","Brooker Inn","405 Brooker Highway, MOONAH, 7009","General","Tavern","2010/02/04","Wednesday 08 May 2019",524865,5257105,147.304263632935,-42.83822407586
"71107753","Club Hotel Glenorchy","457 Main Road, GLENORCHY, 7010","General","Tavern","2007/10/19","Wednesday 08 May 2019",522044,5258032,147.269708213494,-42.8299627298402
"71107765","Cooleys Hotel","45 Main Road, MOONAH, 7009","General","Tavern","2007/06/12","Wednesday 08 May 2019",524254,5255968,147.2968361695,-42.8484826303725
"71107777","Elwick Hotel","367 Main Road, GLENORCHY, 7010","General","Tavern","2013/11/13","Wednesday 08 May 2019",522625,5257714,147.276829445123,-42.8328094357833
"71107789","Granada Tavern","666 Main Road, BERRIEDALE, 7011","General","Tavern","2017/06/20","Wednesday 08 May 2019",520794,5260018,147.25434130597,-42.8121132368307
"71107832","Valern Hotel","44 Albert Road, MOONAH, 7009","General","Tavern","2010/01/29","Wednesday 08 May 2019",524256,5256093,147.296855256241,-42.8473569157044
"71107844","York Hotel & 12 Mile Steakhouse","622 Main Road, GRANTON, 7030","General","Tavern","2015/06/10","Wednesday 08 May 2019",519022,5266588,147.232445875624,-42.7529941135096
"71107856","Huntington Tavern","115 Main Road, KEMPTON, 7030","General","Tavern","2017/06/05","Wednesday 08 May 2019",516347,5291464,147.199042655823,-42.5290324207376
"71107881","Gretna Green Hotel","3423 Lyell Highway, GRETNA, 7140","General","Tavern","2009/12/15","Wednesday 08 May 2019",494863,5274559,146.937298738606,-42.6814297036339
"71107923","Franklin Tavern","3440 Huon Highway, FRANKLIN, 7113","General","Tavern","2007/06/09","Wednesday 08 May 2019",500640,5228922,147.007863752426,-43.0924200623486
"71107996","Longley Inn","1678 Huon Highway, LONGLEY, 7150","General","Tavern","2007/08/16","Wednesday 08 May 2019",515890,5242256,147.194861435278,-42.9721812744083
"71108009","Margate Tavern","1704 Channel Highway, MARGATE, 7054","General","Tavern","2017/12/11","Wednesday 08 May 2019",521163,5236352,147.259748296897,-43.0252184513716
"71108022","Snug Tavern","2236 Channel Highway, SNUG, 7054","General","Tavern","2016/01/11","Wednesday 08 May 2019",520818,5231570,147.255692701927,-43.0682895440292
"71108095","The Black Stallion Hotel","214 - 218 George Town Road, ROCHERLEA, 7248","General","Tavern","2015/09/11","Wednesday 08 May 2019",510645,5419173,147.12730499823,-41.3788931402233
"71108101","Blenheim Inn","16 Marlborough Street, LONGFORD, 7301","General","Tavern","2016/02/29","Wednesday 08 May 2019",510122,5395050,147.121455503434,-41.5961866932054
"71108125","Queens Arms Hotel Longford","69 Wellington Street, LONGFORD, 7301","General","Tavern","2018/07/16","Wednesday 08 May 2019",510206,5395211,147.122460689575,-41.5947354513566
"71108204","Star & Garter Hotel","87 High Street, NEW NORFOLK, 7140","General","Tavern","2018/07/02","Wednesday 08 May 2019",505428,5263577,147.066358494127,-42.7803262095713
"71108253","Penguin Hotel","88 Main Street, PENGUIN, 7316","General","Tavern","2013/06/11","Wednesday 08 May 2019",422253,5448071,146.073952886882,-41.1149328953652
"7110840X","Federal Tavern","71-73 Main Street, DERBY, 7264","General","Tavern","2007/10/31","Wednesday 08 May 2019",567321,5444418,147.802275975261,-41.1487672217219
"71108472","Village Inn Hotel","325 St Leonards Road, ST LEONARDS, 7250","General","Tavern","2011/10/03","Wednesday 08 May 2019",516835,5410334,147.201577719211,-41.4584049624291
"71108526","Gordon Highlander Hotel","26 Cole Street, SORELL, 7172","General","Tavern","2009/11/19","Wednesday 08 May 2019",546133,5263244,147.564000148718,-42.7819553978826
"71108551","Midway Point Tavern","2 Penna Road, MIDWAY POINT, 7171","General","Tavern","2016/12/05","Wednesday 08 May 2019",543488,5260877,147.5318475156,-42.8034249891332
"71108666","Nubeena Tavern & Licensed Restaurant","1599 Nubeena Road, NUBEENA, 7184","General","Tavern","2009/05/04","Wednesday 08 May 2019",560533,5228334,147.743809220268,-43.0952978225556
"7110868X","River Arms Hotel","1 Crescent Street, ULVERSTONE, 7315","General","Tavern","2011/01/01","Wednesday 08 May 2019",430420,5443616,146.170714756175,-41.1558002491577
"71108721","Carrick Inn Hotel","46 Meander Valley Highway, CARRICK, 7291","General","Tavern","2017/10/30","Wednesday 08 May 2019",500668,5402228,147.008007461723,-41.531595781286
"71108733","Bracknell Hotel","56 Louisa Street, BRACKNELL, 7302","General","Tavern","2018/01/15","Wednesday 08 May 2019",494977,5389099,146.939678231851,-41.6498372271746
"7110904X","Mayfair Tavern","236 Sandy Bay Road, SANDY BAY, 7005","General","Tavern","2012/09/21","Wednesday 08 May 2019",526795,5250731,147.328183874999,-42.8955577308386
"71109051","Cornish Mount Hotel","24 Barrack Street, HOBART, 7000","General","Tavern","2016/05/19","Wednesday 08 May 2019",526398,5251756,147.323273305265,-42.8863413187626
"71109063","Crescent Hotel","100 Burnett Street, NORTH HOBART, 7000","General","Tavern","2016/08/03","Wednesday 08 May 2019",525783,5252943,147.315687549124,-42.8756732334797
"71109129","The Winston Ale House","381 Elizabeth Street, NORTH HOBART, 7000","General","Tavern","2013/04/18","Wednesday 08 May 2019",525704,5253333,147.314702440718,-42.8721638865089
"71109130","Republic Bar and Cafe","299 Elizabeth Street, NORTH HOBART, 7000","General","Tavern","2010/07/01","Wednesday 08 May 2019",525931,5253060,147.317494235721,-42.8746146202138
"71109142","Fern Tree Tavern","680 Huon Road, FERN TREE, 7054","General","Tavern","2017/08/07","Wednesday 08 May 2019",521267,5247746,147.260591179408,-42.9226121401429
"71109221","Tom McHugo's Hobart Hotel","87 Macquarie Street, HOBART, 7000","General","Tavern","2017/02/14","Wednesday 08 May 2019",527036,5252265,147.331061699695,-42.8817353837696
"71109257","The Whaler's Return","Grd Fl-39 Salamanca Place, BATTERY POINT, 7004","General","Tavern","2015/12/16","Wednesday 08 May 2019",527104,5251690,147.331922118769,-42.8869109181057
"71109269","Ramada Resort Seven Mile Beach","78 Surf Road, SEVEN MILE BEACH, 7170","General","Tavern","2017/06/07","Wednesday 08 May 2019",541723,5255431,147.510666393996,-42.8525644575075
"71109348","Riverview Inn","795 Sandy Bay Road, SANDY BAY, 7005","General","Tavern","2008/09/11","Wednesday 08 May 2019",529366,5247523,147.359840789,-42.9243513513495
"71109385","Central Hotel Hobart","73 Collins Street, HOBART, 7000","General","Tavern","2014/02/14","Wednesday 08 May 2019",526815,5252210,147.328358176696,-42.8822384590354
"71109397","The Homestead Tasmania","304 Elizabeth Street, NORTH HOBART, 7000","General","Tavern","2013/10/22","Wednesday 08 May 2019",525976,5252871,147.318053939125,-42.8763150640561
"71109415","St Ives Brewery Hotel","86 Sandy Bay Road, BATTERY POINT, 7004","General","Tavern","2010/08/20","Wednesday 08 May 2019",526881,5251244,147.32921260958,-42.8909350850305
"71109427","Irish Murphy's - Hobart","21-23 Salamanca Place, BATTERY POINT, 7004","General","Tavern","2018/04/11","Wednesday 08 May 2019",527018,5251721,147.330867467261,-42.8866348078666
"71109439","Talbot Tavern","131 New Town Road, NEW TOWN, 7008","General","Tavern","2014/07/08","Wednesday 08 May 2019",525041,5254719,147.306523472861,-42.8597047402329
"71109440","Tasmanian Inn","172 Campbell Street, HOBART, 7000","General","Tavern","2016/10/21","Wednesday 08 May 2019",526420,5253035,147.323482542291,-42.8748229895665
"7110949X","Victoria Tavern","30 Murray Street, HOBART, 7000","General","Tavern","2017/04/10","Wednesday 08 May 2019",526798,5252012,147.328159459532,-42.8840220710592
"71109506","Waggon & Horses Hotel","327 Argyle Street, NORTH HOBART, 7002","General","Tavern","2015/02/23","Wednesday 08 May 2019",525999,5253328,147.318314399029,-42.8721989278749
"71109567","All Year Round Tavern","311 Wellington Street, SOUTH LAUNCESTON, 7249","General","Tavern","2013/10/11","Wednesday 08 May 2019",511993,5410991,147.143588084096,-41.452574019664
"71109580","Plough Inn Launceston","170 Brisbane Street, LAUNCESTON, 7250","General","Tavern","2017/05/12","Wednesday 08 May 2019",511373,5412554,147.136135626596,-41.4385043003512
"71109610","Commercial Hotel","27 George Street, LAUNCESTON, 7250","General","Tavern","2008/08/01","Wednesday 08 May 2019",511612,5413055,147.138986838493,-41.4339881080606
"71109634","Crown Hotel","152 Elizabeth Street, LAUNCESTON, 7250","General","Tavern","2017/03/21","Wednesday 08 May 2019",511349,5412235,147.135854337864,-41.4413780398564
"71109671","Archers Manor","17 Alanvale Road, NEWNHAM, 7248","General","Tavern","2017/05/19","Wednesday 08 May 2019",510405,5417252,147.124467808202,-41.3961998977624
"71109701","Inveresk Tavern","13 Dry Street, INVERMAY, 7248","General","Tavern","2015/10/12","Wednesday 08 May 2019",511415,5413603,147.136618555001,-41.4290548025972
"71109737","Gunners Arms Tavern","23 Lawrence Street, LAUNCESTON, 7250","General","Tavern","2013/01/23","Wednesday 08 May 2019",512025,5413393,147.143923395975,-41.4309374842636
"71109762","Newstead Hotel","160 Elphin Road, NEWSTEAD, 7250","General","Tavern","2015/09/24","Wednesday 08 May 2019",513434,5412134,147.160815197502,-41.4422556180303
"71109786","Park Tavern","45 Invermay Road, INVERMAY, 7248","General","Tavern","2018/01/15","Wednesday 08 May 2019",511510,5413639,147.137754858327,-41.4287291754182
"71109798","Retreat Hotel","321 Invermay Road, MOWBRAY, 7248","General","Tavern","2010/10/06","Wednesday 08 May 2019",511029,5415690,147.131960730652,-41.4102614250846
"71109804","Jailhouse Grill","32 Wellington Street, LAUNCESTON, 7250","General","Tavern","2015/07/01","Wednesday 08 May 2019",511398,5412368,147.13643838645,-41.440179345319
"71109968","Colebrook Tavern","2120 Mudwalls Road, COLEBROOK, 7027","General","Tavern","2009/05/18","Wednesday 08 May 2019",529479,5291745,147.358922300589,-42.5261125695497
"71110041","Castle Zayee","52 Creek Road, LENAH VALLEY, 7008","General","Tavern","2006/12/19","Wednesday 08 May 2019",523695,5254938,147.29003825166,-42.8577755250176
"7111020X","Gasworks - Hobart","Shop 3, 2 Macquarie Street, HOBART, 7000","General","Tavern","2010/07/26","Wednesday 08 May 2019",527324,5252458,147.334578872944,-42.879987142848
"71110247","Duke of Wellington","192 Macquarie Street, HOBART, 7000","General","Tavern","2016/06/20","Wednesday 08 May 2019",526535,5251672,147.324954969036,-42.8870929997425
"71110272","Sunnyhill Tavern","59 Castlemain Road, RAVENSWOOD, 7250","General","Tavern","2014/10/02","Wednesday 08 May 2019",515530,5414718,147.185839404184,-41.4189423881999
"71110296","Tavern 42 Degrees South","Elizabeth St Pier, 4 Franklin Wharf, HOBART, 7000","General","Tavern","2015/11/04","Wednesday 08 May 2019",527250,5252013,147.333694362826,-42.8839970673717
"71110314","Cock and Bull Hotel","50 Wellington Street, LAUNCESTON, 7250","General","Tavern","2008/03/14","Wednesday 08 May 2019",511477,5412281,147.13738569656,-41.4409618743221
"7111034X","Henry's Launceston","61 Cameron Street, LAUNCESTON, 7250","General","Tavern","2017/04/20","Wednesday 08 May 2019",511564,5412875,147.138415760837,-41.435610156155
"71110351","Bird Cage Tavern & Function Centre","13 Racecourse Road, SPREYTON, 7310","General","Tavern","2015/02/02","Wednesday 08 May 2019",444608,5437575,146.339254762438,-41.2113069128784
"71110375","Cradle Mountain Cafe & Experience Centre","4057 Cradle Mountain Road, CRADLE MOUNTAIN, 7306","General","Tavern","2017/08/11","Wednesday 08 May 2019",411162,5396968,145.934390182971,-41.5740366497606
"71110399","Elwick Racecourse","Racecourse - Goodwood Rd, ELWICK, 7010","General","Tavern","2015/01/14","Wednesday 08 May 2019",523621,5258527,147.288981802801,-42.8254580601386
"71110405","The Beach House Cafe and Bar","16/646 Sandy Bay Road, SANDY BAY, 7005","General","Tavern","2014/12/16","Wednesday 08 May 2019",529055,5248756,147.355966055355,-42.9132600464329
"71110417","The Brick Factory and Grape Bar Bottleshop","55 Salamanca Place, BATTERY POINT, 7004","General","Tavern","2015/09/14","Wednesday 08 May 2019",527186,5251677,147.33292692356,-42.8870250689407
"71110454","Dunalley Hotel","210 Arthur Highway, DUNALLEY, 7177","General","Tavern","2014/03/17","Wednesday 08 May 2019",565736,5250671,147.805106031584,-42.8937374738212
"71110466","Pinot Shop","135 Paterson Street, LAUNCESTON, 7250","General","Tavern","2007/08/02","Wednesday 08 May 2019",510923,5412319,147.130753356579,-41.4406273166961
"7111051X","Legana Tavern","2-12 Freshwater Point Rd, LEGANA, 7277","General","Tavern","2015/03/19","Wednesday 08 May 2019",503533,5420900,147.042241606561,-41.363399581383
"71110557","Dodges Ferry Cafe & Bar","519 Old Forcett Road, DODGES FERRY, 7173","General","Tavern","2017/10/02","Wednesday 08 May 2019",551270,5255745,147.627481553698,-42.8491561961094
"71110569","Peppermint Bay","3435 Channel Highway, WOODBRIDGE, 7162","General","Tavern","2010/05/18","Wednesday 08 May 2019",519530,5221501,147.240227634253,-43.1589934487004
"71110570","Mud Bar & Restaurant","28 Seaport Boulevard, LAUNCESTON, 7250","General","Tavern","2013/05/20","Wednesday 08 May 2019",511119,5413185,147.133083626101,-41.4328241058231
"71110624","Lark Distillery","14 Davey Street, HOBART, 7000","General","Tavern","2015/09/07","Wednesday 08 May 2019",527113,5252131,147.332011036294,-42.8829393402192
"71110636","Hamilton Inn","76 Tarleton Street, HAMILTON, 7140","General","Tavern","2006/05/26","Wednesday 08 May 2019",485966,5287935,146.829033827813,-42.5608592333339
"71110697","The Pizza Pub","111 Wellington Street, LAUNCESTON, 7250","General","Tavern","2018/02/06","Wednesday 08 May 2019",511571,5412132,147.138513776476,-41.4423026455139
"71110703","Marrawah Tavern","821 Comeback Road, MARRAWAH, 7330","General","Tavern","2015/01/12","Wednesday 08 May 2019",306232,5467350,144.698822058576,-40.9220184254316
"71135","Spreyton Cider Co","6 Melrose Road, SPREYTON, 7310","Special","Wine Producer - Non Grape","2018/06/19","Wednesday 08 May 2019",445047,5434003,146.344169635113,-41.2435108830847
"71138","BWS (St Helens)","6 Cecilia Street, ST HELENS, 7216","Off",NA,"2015/10/07","Wednesday 08 May 2019",604611,5424519,148.249994294008,-41.3240205629924
"71151","Kai-Zen Sushi Bar Japanese Restaurant","65 Cimitiere Street, LAUNCESTON, 7250","Special","Restaurant","2012/11/01","Wednesday 08 May 2019",511756,5413179,147.140707992385,-41.4328690790437
"71166","Pier 01","Ulverstone Wharf, 3 Wharf Road, ULVERSTONE, 7315","On",NA,"2012/10/03","Wednesday 08 May 2019",430295,5443565,146.169219300394,-41.1562488737264
"71176","41 South Tasmania","323 Montana Road, DELORAINE, 7304","Special","Other","2018/02/20","Wednesday 08 May 2019",465754,5399244,146.589320756265,-41.5577407270805
"71207","Indian Curry","45 Reibey Street, ULVERSTONE, 7315","Special","Restaurant","2014/10/31","Wednesday 08 May 2019",430544,5443464,146.17217526993,-41.1571799508195
"71207042","Exeter Hotel","122 Main Road, EXETER, 7275","General","Hotel","2006/10/02","Wednesday 08 May 2019",496129,5428212,146.953763756219,-41.2975335956215
"71207078","Riverside Hotel Motel","407 West Tamar Road, RIVERSIDE, 7250","General","Hotel","2016/10/03","Wednesday 08 May 2019",507673,5416089,147.091801573351,-41.406706443448
"71207121","The Brighton Hotel-Motel","141 Brighton Road, BRIGHTON, 7030","General","Hotel","2009/07/29","Wednesday 08 May 2019",520440,5272445,147.249561942633,-42.7002127923184
"71207157","Hotel Bruny","3959 Bruny Island Main Road, ALONNAH, 7150","General","Hotel","2011/12/08","Wednesday 08 May 2019",519652,5203426,147.242372574152,-43.3217489830447
"71207170","Beach Hotel","1 Wilson Street, BURNIE, 7320","General","Hotel","2014/03/16","Wednesday 08 May 2019",408172,5455090,145.907308274804,-41.0502464492665
"71207200","Burnie Central Townhouse Hotel","139 Wilson Street, BURNIE, 7320","General","Hotel","2018/09/06","Wednesday 08 May 2019",408086,5454508,145.906198285972,-41.0554785322812
"71207212","Loi'z Bar","20 Edwardes Street, SOUTH BURNIE, 7320","General","Hotel","2014/04/17","Wednesday 08 May 2019",408065,5453863,145.905852152009,-41.0612853538364
"71207224","Regent Hotel","26 North Terrace, BURNIE, 7320","General","Hotel","2009/10/15","Wednesday 08 May 2019",407774,5455283,145.902602054551,-41.0484631961306
"71207273","Bridge Hotel Motel","2 Montagu Road, SMITHTON, 7330","General","Hotel","2010/05/03","Wednesday 08 May 2019",341396,5477432,145.118761614328,-40.8388214676854
"71207297","Stanley Hotel","19-21 Church Street, STANLEY, 7331","General","Hotel","2001/08/08","Wednesday 08 May 2019",356140,5486339,145.295619267965,-40.7613368894864
"71207303","Beltana Hotel","160 East Derwent Highway, LINDISFARNE, 7015","General","Hotel","2010/08/02","Wednesday 08 May 2019",529486,5256154,147.360857896294,-42.8466237682892
"71207339","Horseshoe Inn","860 Cambridge Road, CAMBRIDGE, 7170","General","Hotel","2015/08/27","Wednesday 08 May 2019",535128,5257058,147.429848083313,-42.8382447439778
"71207364","Shoreline Motor Hotel","10 Shoreline Drive, HOWRAH, 7018","General","Hotel","2009/11/24","Wednesday 08 May 2019",533218,5252527,147.406744446567,-42.879132143681
"71207376","Mornington Inn","322 Cambridge Road, MORNINGTON, 7018","General","Hotel","2015/02/11","Wednesday 08 May 2019",532311,5255132,147.395488980912,-42.8557128135163
"71207388","Commercial Hotel (Cygnet)","2 Mary Street, CYGNET, 7112","General","Hotel","2015/03/18","Wednesday 08 May 2019",506479,5221107,147.079699481275,-43.1627657827164
"71207418","British Hotel","80 Emu Bay Road, DELORAINE, 7304","General","Hotel","2015/05/20","Wednesday 08 May 2019",471023,5402972,146.652685287308,-41.5243701017007
"7120742X","Bush Inn Hotel-Deloraine","7-9 Meander Valley Road, DELORAINE, 7304","General","Hotel","2007/08/16","Wednesday 08 May 2019",471736,5402924,146.661228816011,-41.5248279409651
"71207443","Deloraine Hotel","1-5 West Barrack Street, DELORAINE, 7304","General","Hotel","2006/06/01","Wednesday 08 May 2019",471396,5403024,146.657158413793,-41.5239151390065
"71207467","Mole Creek Hotel","90 Pioneer Drive, MOLE CREEK, 7304","General","Hotel","2008/03/03","Wednesday 08 May 2019",450039,5399407,146.400887826319,-41.5554451468873
"71207480","Argosy Motor Inn","215-221 Tarleton Street, EAST DEVONPORT, 7310","General","Hotel","2015/01/14","Wednesday 08 May 2019",447223,5439711,146.370630383687,-41.1922418986499
"71207492","Bridge Hotel - Forth","393 Leith Road, FORTH, 7310","General","Hotel","2015/11/19","Wednesday 08 May 2019",437343,5439894,146.252838230106,-41.1898895061249
"71207509","Edgewater Hotel","4 Thomas Street, EAST DEVONPORT, 7310","General","Hotel","2010/11/24","Wednesday 08 May 2019",446832,5441269,146.366103305523,-41.178182801808
"71207510","Elimatta Hotel","15 Victoria Parade, DEVONPORT, 7310","General","Hotel","2009/11/02","Wednesday 08 May 2019",446514,5441800,146.362358552554,-41.173378942034
"71207522","Formby Hotel","82 Formby Road, DEVONPORT, 7310","General","Hotel","2009/12/09","Wednesday 08 May 2019",446551,5441011,146.362730748512,-41.1804882242583
"71207534","Quality Hotel Gateway","16 Fenton Street, DEVONPORT, 7310","General","Hotel","2013/03/18","Wednesday 08 May 2019",446248,5441221,146.359136752362,-41.178576626993
"71207546","Molly Malones","34 Best Street, DEVONPORT, 7310","General","Hotel","2016/01/12","Wednesday 08 May 2019",446342,5441292,146.360263632123,-41.1779433320387
"7120756X","Kermandie Hotel","4518 Huon Highway, PORT HUON, 7116","General","Hotel","2011/09/27","Wednesday 08 May 2019",496660,5221925,146.958918909432,-43.1554202073356
"71207571","Clarendon Arms Hotel","11 Russell Street, EVANDALE, 7212","General","Hotel","2017/04/10","Wednesday 08 May 2019",520791,5397847,147.249376729028,-41.5707869386508
"71207583","Prince Of Wales-Evandale","2 Nile Road, EVANDALE, 7212","General","Hotel","2014/12/10","Wednesday 08 May 2019",520672,5397758,147.247952467098,-41.5715916713488
"71207601","Scamander Beach Hotel Motel","158-164 Scamander Avenue, SCAMANDER, 7215","General","Hotel","2014/12/22","Wednesday 08 May 2019",605445,5409115,148.2626393107,-41.4626316352773
"71207613","St Marys Hotel","48 Main Street, ST MARYS, 7215","General","Hotel","2012/10/18","Wednesday 08 May 2019",598908,5396170,148.186507140661,-41.5800401772654
"71207637","Furneaux Tavern","11-13 Franklin Parade, LADY BARRON, 7255","General","Hotel","2018/01/05","Wednesday 08 May 2019",605847,5548041,148.24383855383,-40.2113657860113
"71207649","Interstate Hotel","6 Patrick Street, WHITEMARK, 7255","General","Hotel","2008/03/07","Wednesday 08 May 2019",586516,5558317,148.015331748799,-40.121016352775
